Year,GEO,DGUID,Gender (3a),Economic family characteristics of persons (13),Statistics (6C),Age (8),Individual MBM poverty status (7),UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,STATUS,SYMBOL,TERMINATED,DECIMALS,Value
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2020,25 to 54 years,Average poverty gap ratio (%),,0,units,0,,2359.1.1.1.6.7,,,,1,30.8
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2020,55 to 64 years,Total - Individual MBM poverty status,,0,units,0,,2359.1.1.1.7.1,,,,0,940.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2020,55 to 64 years,Poverty status - applicable,,0,units,0,,2359.1.1.1.7.3,,,,0,940.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2020,55 to 64 years,In poverty,,0,units,0,,2359.1.1.1.7.4,,,,0,175.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2020,55 to 64 years,Not in poverty,,0,units,0,,2359.1.1.1.7.5,,,,0,765.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2020,55 to 64 years,Poverty rate (%),,0,units,0,,2359.1.1.1.7.6,,,,1,18.6
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2020,55 to 64 years,Average poverty gap ratio (%),,0,units,0,,2359.1.1.1.7.7,,,,1,32.8
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2020,65 years and over,Total - Individual MBM poverty status,,0,units,0,,2359.1.1.1.8.1,,,,0,1610.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2020,65 years and over,Poverty status - applicable,,0,units,0,,2359.1.1.1.8.3,,,,0,1610.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2020,65 years and over,In poverty,,0,units,0,,2359.1.1.1.8.4,,,,0,35.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2020,65 years and over,Not in poverty,,0,units,0,,2359.1.1.1.8.5,,,,0,1570.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2020,65 years and over,Poverty rate (%),,0,units,0,,2359.1.1.1.8.6,,,,1,2.2
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2020,65 years and over,Average poverty gap ratio (%),,0,units,0,,2359.1.1.1.8.7,,,,1,22.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,Total - Age,Total - Individual MBM poverty status,,0,units,0,,2359.1.1.4.1.1,,,,0,4520.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,Total - Age,Poverty status - applicable,,0,units,0,,2359.1.1.4.1.3,,,,0,4520.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,Total - Age,In poverty,,0,units,0,,2359.1.1.4.1.4,,,,0,730.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,Total - Age,Not in poverty,,0,units,0,,2359.1.1.4.1.5,,,,0,3790.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,Total - Age,Poverty rate (%),,0,units,0,,2359.1.1.4.1.6,,,,1,16.2
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,Total - Age,Average poverty gap ratio (%),,0,units,0,,2359.1.1.4.1.7,,,,1,33.8
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,0 to 17 years,Total - Individual MBM poverty status,,0,units,0,,2359.1.1.4.2.1,,,,0,685.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,0 to 17 years,Poverty status - applicable,,0,units,0,,2359.1.1.4.2.3,,,,0,685.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,0 to 17 years,In poverty,,0,units,0,,2359.1.1.4.2.4,,,,0,130.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,0 to 17 years,Not in poverty,,0,units,0,,2359.1.1.4.2.5,,,,0,555.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,0 to 17 years,Poverty rate (%),,0,units,0,,2359.1.1.4.2.6,,,,1,19.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,0 to 17 years,Average poverty gap ratio (%),,0,units,0,,2359.1.1.4.2.7,,,,1,34.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,0 to 5 years,Total - Individual MBM poverty status,,0,units,0,,2359.1.1.4.3.1,,,,0,185.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,0 to 5 years,Poverty status - applicable,,0,units,0,,2359.1.1.4.3.3,,,,0,185.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,0 to 5 years,In poverty,,0,units,0,,2359.1.1.4.3.4,,,,0,45.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,0 to 5 years,Not in poverty,,0,units,0,,2359.1.1.4.3.5,,,,0,135.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,0 to 5 years,Poverty rate (%),,0,units,0,,2359.1.1.4.3.6,,,,1,24.3
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,0 to 5 years,Average poverty gap ratio (%),,0,units,0,,2359.1.1.4.3.7,,,,1,29.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,6 to 17 years,Total - Individual MBM poverty status,,0,units,0,,2359.1.1.4.4.1,,,,0,500.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,6 to 17 years,Poverty status - applicable,,0,units,0,,2359.1.1.4.4.3,,,,0,500.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,6 to 17 years,In poverty,,0,units,0,,2359.1.1.4.4.4,,,,0,80.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,6 to 17 years,Not in poverty,,0,units,0,,2359.1.1.4.4.5,,,,0,420.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,6 to 17 years,Poverty rate (%),,0,units,0,,2359.1.1.4.4.6,,,,1,16.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,6 to 17 years,Average poverty gap ratio (%),,0,units,0,,2359.1.1.4.4.7,,,,1,37.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Total - Individual MBM poverty status,,0,units,0,,2359.1.1.4.5.1,,,,0,220.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Poverty status - applicable,,0,units,0,,2359.1.1.4.5.3,,,,0,220.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,18 to 24 years,In poverty,,0,units,0,,2359.1.1.4.5.4,,,,0,40.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Not in poverty,,0,units,0,,2359.1.1.4.5.5,,,,0,180.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Poverty rate (%),,0,units,0,,2359.1.1.4.5.6,,,,1,18.2
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Average poverty gap ratio (%),,0,units,0,,2359.1.1.4.5.7,,,,1,0.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Total - Individual MBM poverty status,,0,units,0,,2359.1.1.4.6.1,,,,0,1360.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Poverty status - applicable,,0,units,0,,2359.1.1.4.6.3,,,,0,1360.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,25 to 54 years,In poverty,,0,units,0,,2359.1.1.4.6.4,,,,0,250.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Not in poverty,,0,units,0,,2359.1.1.4.6.5,,,,0,1115.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Poverty rate (%),,0,units,0,,2359.1.1.4.6.6,,,,1,18.4
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Average poverty gap ratio (%),,0,units,0,,2359.1.1.4.6.7,,,,1,35.6
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,55 to 64 years,Total - Individual MBM poverty status,,0,units,0,,2359.1.1.4.7.1,,,,0,950.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,55 to 64 years,Poverty status - applicable,,0,units,0,,2359.1.1.4.7.3,,,,0,950.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,55 to 64 years,In poverty,,0,units,0,,2359.1.1.4.7.4,,,,0,235.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,55 to 64 years,Not in poverty,,0,units,0,,2359.1.1.4.7.5,,,,0,710.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,55 to 64 years,Poverty rate (%),,0,units,0,,2359.1.1.4.7.6,,,,1,24.7
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,55 to 64 years,Average poverty gap ratio (%),,0,units,0,,2359.1.1.4.7.7,,,,1,40.4
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,65 years and over,Total - Individual MBM poverty status,,0,units,0,,2359.1.1.4.8.1,,,,0,1305.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,65 years and over,Poverty status - applicable,,0,units,0,,2359.1.1.4.8.3,,,,0,1305.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,65 years and over,In poverty,,0,units,0,,2359.1.1.4.8.4,,,,0,75.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,65 years and over,Not in poverty,,0,units,0,,2359.1.1.4.8.5,,,,0,1225.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,65 years and over,Poverty rate (%),,0,units,0,,2359.1.1.4.8.6,,,,1,5.7
2021,Havelock-Belmont-Methuen,2021A00053515030,Total - Gender,Total - Persons by selected economic family characteristics,2015,65 years and over,Average poverty gap ratio (%),,0,units,0,,2359.1.1.4.8.7,,,,1,14.4
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,Total - Age,Total - Individual MBM poverty status,,0,units,0,,2359.2.1.1.1.1,,,,0,2565.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,Total - Age,Poverty status - applicable,,0,units,0,,2359.2.1.1.1.3,,,,0,2565.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,Total - Age,In poverty,,0,units,0,,2359.2.1.1.1.4,,,,0,210.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,Total - Age,Not in poverty,,0,units,0,,2359.2.1.1.1.5,,,,0,2355.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,Total - Age,Poverty rate (%),,0,units,0,,2359.2.1.1.1.6,,,,1,8.2
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,Total - Age,Average poverty gap ratio (%),,0,units,0,,2359.2.1.1.1.7,,,,1,26.2
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,0 to 17 years,Total - Individual MBM poverty status,,0,units,0,,2359.2.1.1.2.1,,,,0,425.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,0 to 17 years,Poverty status - applicable,,0,units,0,,2359.2.1.1.2.3,,,,0,425.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,0 to 17 years,In poverty,,0,units,0,,2359.2.1.1.2.4,,,,0,40.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,0 to 17 years,Not in poverty,,0,units,0,,2359.2.1.1.2.5,,,,0,380.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,0 to 17 years,Poverty rate (%),,0,units,0,,2359.2.1.1.2.6,,,,1,9.4
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,0 to 17 years,Average poverty gap ratio (%),,0,units,0,,2359.2.1.1.2.7,,,,1,16.5
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,0 to 5 years,Total - Individual MBM poverty status,,0,units,0,,2359.2.1.1.3.1,,,,0,120.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,0 to 5 years,Poverty status - applicable,,0,units,0,,2359.2.1.1.3.3,,,,0,120.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,0 to 5 years,Not in poverty,,0,units,0,,2359.2.1.1.3.5,,,,0,100.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,0 to 5 years,Poverty rate (%),,0,units,0,,2359.2.1.1.3.6,,,,1,0.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,0 to 5 years,Average poverty gap ratio (%),,0,units,0,,2359.2.1.1.3.7,,,,1,0.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,6 to 17 years,Total - Individual MBM poverty status,,0,units,0,,2359.2.1.1.4.1,,,,0,295.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,6 to 17 years,Poverty status - applicable,,0,units,0,,2359.2.1.1.4.3,,,,0,295.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,6 to 17 years,Not in poverty,,0,units,0,,2359.2.1.1.4.5,,,,0,280.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,6 to 17 years,Poverty rate (%),,0,units,0,,2359.2.1.1.4.6,,,,1,0.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,6 to 17 years,Average poverty gap ratio (%),,0,units,0,,2359.2.1.1.4.7,,,,1,0.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,18 to 24 years,Total - Individual MBM poverty status,,0,units,0,,2359.2.1.1.5.1,,,,0,130.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,18 to 24 years,Poverty status - applicable,,0,units,0,,2359.2.1.1.5.3,,,,0,130.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,18 to 24 years,Not in poverty,,0,units,0,,2359.2.1.1.5.5,,,,0,125.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,18 to 24 years,Poverty rate (%),,0,units,0,,2359.2.1.1.5.6,,,,1,0.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,18 to 24 years,Average poverty gap ratio (%),,0,units,0,,2359.2.1.1.5.7,,,,1,0.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,25 to 54 years,Total - Individual MBM poverty status,,0,units,0,,2359.2.1.1.6.1,,,,0,720.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,25 to 54 years,Poverty status - applicable,,0,units,0,,2359.2.1.1.6.3,,,,0,720.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,25 to 54 years,In poverty,,0,units,0,,2359.2.1.1.6.4,,,,0,50.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,25 to 54 years,Not in poverty,,0,units,0,,2359.2.1.1.6.5,,,,0,665.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,25 to 54 years,Poverty rate (%),,0,units,0,,2359.2.1.1.6.6,,,,1,6.9
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,25 to 54 years,Average poverty gap ratio (%),,0,units,0,,2359.2.1.1.6.7,,,,1,30.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,55 to 64 years,Total - Individual MBM poverty status,,0,units,0,,2359.2.1.1.7.1,,,,0,450.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,55 to 64 years,Poverty status - applicable,,0,units,0,,2359.2.1.1.7.3,,,,0,450.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,55 to 64 years,In poverty,,0,units,0,,2359.2.1.1.7.4,,,,0,85.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,55 to 64 years,Not in poverty,,0,units,0,,2359.2.1.1.7.5,,,,0,365.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,55 to 64 years,Poverty rate (%),,0,units,0,,2359.2.1.1.7.6,,,,1,18.9
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,55 to 64 years,Average poverty gap ratio (%),,0,units,0,,2359.2.1.1.7.7,,,,1,31.2
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,65 years and over,Total - Individual MBM poverty status,,0,units,0,,2359.2.1.1.8.1,,,,0,840.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,65 years and over,Poverty status - applicable,,0,units,0,,2359.2.1.1.8.3,,,,0,840.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,65 years and over,In poverty,,0,units,0,,2359.2.1.1.8.4,,,,0,20.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,65 years and over,Not in poverty,,0,units,0,,2359.2.1.1.8.5,,,,0,820.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,65 years and over,Poverty rate (%),,0,units,0,,2359.2.1.1.8.6,,,,1,2.4
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2020,65 years and over,Average poverty gap ratio (%),,0,units,0,,2359.2.1.1.8.7,,,,1,26.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,Total - Age,Total - Individual MBM poverty status,,0,units,0,,2359.2.1.4.1.1,,,,0,2280.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,Total - Age,Poverty status - applicable,,0,units,0,,2359.2.1.4.1.3,,,,0,2280.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,Total - Age,In poverty,,0,units,0,,2359.2.1.4.1.4,,,,0,365.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,Total - Age,Not in poverty,,0,units,0,,2359.2.1.4.1.5,,,,0,1915.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,Total - Age,Poverty rate (%),,0,units,0,,2359.2.1.4.1.6,,,,1,16.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,Total - Age,Average poverty gap ratio (%),,0,units,0,,2359.2.1.4.1.7,,,,1,34.8
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,0 to 17 years,Total - Individual MBM poverty status,,0,units,0,,2359.2.1.4.2.1,,,,0,345.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,0 to 17 years,Poverty status - applicable,,0,units,0,,2359.2.1.4.2.3,,,,0,345.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,0 to 17 years,In poverty,,0,units,0,,2359.2.1.4.2.4,,,,0,65.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,0 to 17 years,Not in poverty,,0,units,0,,2359.2.1.4.2.5,,,,0,280.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,0 to 17 years,Poverty rate (%),,0,units,0,,2359.2.1.4.2.6,,,,1,18.8
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,0 to 17 years,Average poverty gap ratio (%),,0,units,0,,2359.2.1.4.2.7,,,,1,31.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,0 to 5 years,Total - Individual MBM poverty status,,0,units,0,,2359.2.1.4.3.1,,,,0,90.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,0 to 5 years,Poverty status - applicable,,0,units,0,,2359.2.1.4.3.3,,,,0,90.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,0 to 5 years,In poverty,,0,units,0,,2359.2.1.4.3.4,,,,0,30.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,0 to 5 years,Not in poverty,,0,units,0,,2359.2.1.4.3.5,,,,0,55.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,0 to 5 years,Poverty rate (%),,0,units,0,,2359.2.1.4.3.6,,,,1,33.3
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,0 to 5 years,Average poverty gap ratio (%),,0,units,0,,2359.2.1.4.3.7,,,,1,32.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,6 to 17 years,Total - Individual MBM poverty status,,0,units,0,,2359.2.1.4.4.1,,,,0,265.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,6 to 17 years,Poverty status - applicable,,0,units,0,,2359.2.1.4.4.3,,,,0,265.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,6 to 17 years,In poverty,,0,units,0,,2359.2.1.4.4.4,,,,0,35.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,6 to 17 years,Not in poverty,,0,units,0,,2359.2.1.4.4.5,,,,0,225.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,6 to 17 years,Poverty rate (%),,0,units,0,,2359.2.1.4.4.6,,,,1,13.2
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,6 to 17 years,Average poverty gap ratio (%),,0,units,0,,2359.2.1.4.4.7,,,,1,30.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Total - Individual MBM poverty status,,0,units,0,,2359.2.1.4.5.1,,,,0,100.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Poverty status - applicable,,0,units,0,,2359.2.1.4.5.3,,,,0,100.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,18 to 24 years,In poverty,,0,units,0,,2359.2.1.4.5.4,,,,0,20.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Not in poverty,,0,units,0,,2359.2.1.4.5.5,,,,0,80.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Poverty rate (%),,0,units,0,,2359.2.1.4.5.6,,,,1,20.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Average poverty gap ratio (%),,0,units,0,,2359.2.1.4.5.7,,,,1,0.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Total - Individual MBM poverty status,,0,units,0,,2359.2.1.4.6.1,,,,0,690.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Poverty status - applicable,,0,units,0,,2359.2.1.4.6.3,,,,0,690.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,25 to 54 years,In poverty,,0,units,0,,2359.2.1.4.6.4,,,,0,120.0
2021,Havelock-Belmont-Methuen,2021A00053515030,Men+,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Not in poverty,,0,units,0,,2359.2.1.4.6.5,,,,0,565.0
